country,_date,category_class,subject,hazards,reason_text,reference
Ecuador,2023-04-03 14:55:56,SPS,presence of vibrio parahaemolyticus in frozen aquaculture shrimps,Vibrio parahaemolyticus  - {pathogenic micro-organisms},presence of vibrio parahaemolyticus in frozen aquaculture shrimps | Vibrio parahaemolyticus  - {pathogenic micro-organisms},2023.2261
Ecuador,2023-03-28 11:10:52,SPS,DetecciÃ³n de Vibrio cholerae en langostino de Ecuador // Detection of Vibrio cholerae in shrimps from Ecuador,Vibrio cholerae  - {pathogenic micro-organisms},DetecciÃ³n de Vibrio cholerae en langostino de Ecuador // Detection of Vibrio cholerae in shrimps from Ecuador | Vibrio cholerae  - {pathogenic micro-organisms},2023.2086
Vietnam,2023-03-24 17:19:58,SPS,Nitrofuran (metabolite) in frozen raw vannamei shrimp from Vietnam,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},Nitrofuran (metabolite) in frozen raw vannamei shrimp from Vietnam | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},2023.204
Ecuador,2023-03-08 17:22:26,SPS,Presencia de Vibrio Cholerae en langostinos congelados de Ecuador // Presence of Vibrio Cholerae in frozen shrimps from Ecuador. ,Vibrio cholerae  - {pathogenic micro-organisms},Presencia de Vibrio Cholerae en langostinos congelados de Ecuador // Presence of Vibrio Cholerae in frozen shrimps from Ecuador.  | Vibrio cholerae  - {pathogenic micro-organisms},2023.1629
Vietnam,2023-01-27 19:51:37,SPS,sulphite undeclared on frozen raw whiteleg shrimp tails (Penaeus vannamei) from Vietnam,sulphur  unauthorised substance - {chemical contamination (other)},sulphite undeclared on frozen raw whiteleg shrimp tails (Penaeus vannamei) from Vietnam | sulphur  unauthorised substance - {chemical contamination (other)},2023.0669
Ecuador,2022-12-21 14:30:55,SPS,Vibrio cholerae en langostinos de Ecuador. Vibrio cholerae in shrimps from Ecuador,Vibrio cholerae NON O:1/NON O:139  - {pathogenic micro-organisms},Vibrio cholerae en langostinos de Ecuador. Vibrio cholerae in shrimps from Ecuador | Vibrio cholerae NON O:1/NON O:139  - {pathogenic micro-organisms},2022.7473
India,2022-10-27 13:03:26,SPS,"Vibrio vulnificus (detected /25g) in frozen shrimp from India, via Belgium",Vibrio vulnificus  - {pathogenic micro-organisms},"Vibrio vulnificus (detected /25g) in frozen shrimp from India, via Belgium | Vibrio vulnificus  - {pathogenic micro-organisms}",2022.6169
Ecuador,2022-10-11 14:39:17,SPS,Vibrio vulnificus in frozen raw shrimp from Ecuador,Vibrio vulnificus  - {pathogenic micro-organisms},Vibrio vulnificus in frozen raw shrimp from Ecuador | Vibrio vulnificus  - {pathogenic micro-organisms},2022.59
India,2022-10-10 13:25:08,SPS,Nitrofurans (AOZ) in shrimps from India,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},Nitrofurans (AOZ) in shrimps from India | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},2022.5868
India,2022-09-30 15:59:29,SPS,Detection of vibrio in a batch of shrimp,Vibrio vulnificus  - {pathogenic micro-organisms},Detection of vibrio in a batch of shrimp | Vibrio vulnificus  - {pathogenic micro-organisms},2022.5691
Ecuador,2022-09-20 11:32:49,SPS,detection of vibrio vulnifucis in a batch of shrimp,Vibrio vulnificus  - {pathogenic micro-organisms},detection of vibrio vulnifucis in a batch of shrimp | Vibrio vulnificus  - {pathogenic micro-organisms},2022.5452
Vietnam,2022-09-16 15:28:29,SPS,"Unauthorized substance ciprofloxacin in shrimp skewers from Vietnam, via Singapore",ciprofloxacin  residue level above MRL - {residues of veterinary medicinal products},"Unauthorized substance ciprofloxacin in shrimp skewers from Vietnam, via Singapore | ciprofloxacin  residue level above MRL - {residues of veterinary medicinal products}",2022.5409
Ecuador,2022-09-14 09:24:48,SPS,Detection of vibrio vulnificus in frozen raw shrimps,Vibrio vulnificus  - {pathogenic micro-organisms},Detection of vibrio vulnificus in frozen raw shrimps | Vibrio vulnificus  - {pathogenic micro-organisms},2022.5347
Vietnam,2022-09-08 14:25:22,SPS,"Vibrio cholerae, vibrio parahaemolyticus and vibrio vulnificus detected in frozen shrimps from Vietnam","Vibrio cholerae  - {pathogenic micro-organisms},Vibrio parahaemolyticus  - {pathogenic micro-organisms},Vibrio vulnificus  - {pathogenic micro-organisms}","Vibrio cholerae, vibrio parahaemolyticus and vibrio vulnificus detected in frozen shrimps from Vietnam | Vibrio cholerae  - {pathogenic micro-organisms},Vibrio parahaemolyticus  - {pathogenic micro-organisms},Vibrio vulnificus  - {pathogenic micro-organisms}",2022.522
Ecuador,2022-08-31 14:04:03,SPS,Detection of vibrio vulnificus in frozen raw shrimps ,"Vibrio parahaemolyticus  - {pathogenic micro-organisms},Vibrio vulnificus  - {pathogenic micro-organisms}","Detection of vibrio vulnificus in frozen raw shrimps  | Vibrio parahaemolyticus  - {pathogenic micro-organisms},Vibrio vulnificus  - {pathogenic micro-organisms}",2022.5039
Ecuador,2022-08-25 16:16:17,SPS,Vibrio vulnificus in shrimp from Ecuador / V. vulnificus in creveti din Ecuador,Vibrio vulnificus  - {pathogenic micro-organisms},Vibrio vulnificus in shrimp from Ecuador / V. vulnificus in creveti din Ecuador | Vibrio vulnificus  - {pathogenic micro-organisms},2022.4916
Ecuador,2022-08-16 12:56:06,SPS, Detection of vibrio vulnificus in frozen raw shrimps ,Vibrio vulnificus  - {pathogenic micro-organisms}, Detection of vibrio vulnificus in frozen raw shrimps  | Vibrio vulnificus  - {pathogenic micro-organisms},2022.4743
Ecuador,2022-07-29 15:18:15,SPS,Detection of vibrio vulnificus in frozen raw shrimps,Vibrio vulnificus  - {pathogenic micro-organisms},Detection of vibrio vulnificus in frozen raw shrimps | Vibrio vulnificus  - {pathogenic micro-organisms},2022.4439
Ecuador,2022-07-04 15:50:24,SPS,Vibrio cholerae in frozen shrimps from Ecuador,Vibrio   - {pathogenic micro-organisms},Vibrio cholerae in frozen shrimps from Ecuador | Vibrio   - {pathogenic micro-organisms},2022.3879
Ecuador,2022-06-03 19:32:20,SPS,Presence of Vibrio cholerae in shrimps from Ecuador,Vibrio cholerae NON O:1  - {pathogenic micro-organisms},Presence of Vibrio cholerae in shrimps from Ecuador | Vibrio cholerae NON O:1  - {pathogenic micro-organisms},2022.3309
Ecuador,2022-06-03 16:17:07,SPS,Vibrio cholerae in shrimps from Ecuador ,Vibrio cholerae  - {pathogenic micro-organisms},Vibrio cholerae in shrimps from Ecuador  | Vibrio cholerae  - {pathogenic micro-organisms},2022.3297
India,2022-05-20 15:23:32,Other,Intense foul smell of frozen shrimps from India,spoilage   - {organoleptic aspects},Intense foul smell of frozen shrimps from India | spoilage   - {organoleptic aspects},2022.2983
Ecuador,2022-05-19 00:39:24,SPS,Vibrio cholerae in prawns from Ecuador,Vibrio cholerae NON O:1/NON O:139  - {pathogenic micro-organisms},Vibrio cholerae in prawns from Ecuador | Vibrio cholerae NON O:1/NON O:139  - {pathogenic micro-organisms},2022.2927
Ecuador,2022-03-09 17:11:33,SPS,Vibrio vulnificus - Shrimp from Equator,Vibrio vulnificus  - {pathogenic micro-organisms},Vibrio vulnificus - Shrimp from Equator | Vibrio vulnificus  - {pathogenic micro-organisms},2022.1401
Vietnam,2022-03-01 16:59:00,SPS,Listeria Monocytogenes in frozen Vannamei Shrimp,Listeria monocytogenes  - {pathogenic micro-organisms},Listeria Monocytogenes in frozen Vannamei Shrimp | Listeria monocytogenes  - {pathogenic micro-organisms},2022.1202
Ecuador,2021-12-28 15:34:24,SPS,Vibrio cholerae (presence /25g) in frozen prawns (Litopenaeus vannamei) from Ecuador,Vibrio cholerae NON O:1/NON O:139  - {pathogenic micro-organisms},Vibrio cholerae (presence /25g) in frozen prawns (Litopenaeus vannamei) from Ecuador | Vibrio cholerae NON O:1/NON O:139  - {pathogenic micro-organisms},2021.7183
India,2021-09-07 14:19:41,SPS,Prohibited substance nitrofuran (metabolite) furazolidone (AOZ) in frozen shrimps from India ,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},Prohibited substance nitrofuran (metabolite) furazolidone (AOZ) in frozen shrimps from India  | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},2021.4776
Ecuador,2021-08-13 09:00:05,SPS,sulphur dioxide in shrimps from Ecuador,"E220- sulfur dioxide  too high content - {food additives and flavourings},sulphur dioxide (SO2)   - {chemical contamination (other)}","sulphur dioxide in shrimps from Ecuador | E220- sulfur dioxide  too high content - {food additives and flavourings},sulphur dioxide (SO2)   - {chemical contamination (other)}",2021.4327
Vietnam,2021-07-28 15:11:27,Other,sulphite (16.7 mg/kg - ppm) undeclared on frozen shrimps (Litopenaeus vannamei) from Vietnam,sulphite  undeclared - {allergens},sulphite (16.7 mg/kg - ppm) undeclared on frozen shrimps (Litopenaeus vannamei) from Vietnam | sulphite  undeclared - {allergens},2021.399
India,2021-07-26 10:33:31,SPS,Vibrio parahaemolyticus (toxR+ tdh+ trh+ /25g) in frozen peeled shrimps from India,Vibrio parahaemolyticus  - {pathogenic micro-organisms},Vibrio parahaemolyticus (toxR+ tdh+ trh+ /25g) in frozen peeled shrimps from India | Vibrio parahaemolyticus  - {pathogenic micro-organisms},2021.3925
Ecuador,2021-07-12 17:49:32,Other,too high content of sulphite (405 mg/kg - ppm) in frozen prawn tails from Ecuador,sulphite  too high content - {food additives and flavourings},too high content of sulphite (405 mg/kg - ppm) in frozen prawn tails from Ecuador | sulphite  too high content - {food additives and flavourings},2021.3699
India,2021-07-07 16:49:52,SPS,chloramphenicol in frozen blanched shrimps from India,chloramphenicol  prohibited substance - {residues of veterinary medicinal products},chloramphenicol in frozen blanched shrimps from India | chloramphenicol  prohibited substance - {residues of veterinary medicinal products},2021.3588
Ecuador,2021-07-05 10:22:50,SPS,SO2 por encima de limites max Langostinos de Ecuador // SO2 exceeds  limit max in prawn from Ecuador,sulphur dioxide (SO2)   - {chemical contamination (other)},SO2 por encima de limites max Langostinos de Ecuador // SO2 exceeds  limit max in prawn from Ecuador | sulphur dioxide (SO2)   - {chemical contamination (other)},2021.3514
India,2021-05-21 16:12:53,SPS,Salmonella in gambero indopacifico/salmonella in frozen blanched shrimps (Parapenaeopsis stylifera) from India ,Salmonella spp.  - {pathogenic micro-organisms},Salmonella in gambero indopacifico/salmonella in frozen blanched shrimps (Parapenaeopsis stylifera) from India  | Salmonella spp.  - {pathogenic micro-organisms},2021.2592
Ecuador,2021-05-14 11:07:30,Other,Sulfites prawns from Ecuador / Sulfitos en langostinos de Ecuador,E220- sulfur dioxide  too high content - {food additives and flavourings},Sulfites prawns from Ecuador / Sulfitos en langostinos de Ecuador | E220- sulfur dioxide  too high content - {food additives and flavourings},2021.2412
India,2021-05-07 16:20:34,SPS,Cristall Violet in Shrimps,crystal violet  unauthorised substance - {residues of veterinary medicinal products},Cristall Violet in Shrimps | crystal violet  unauthorised substance - {residues of veterinary medicinal products},2021.2308
Vietnam,2021-04-08 15:17:20,SPS,Vibrio parahaemolyticus (and virulence factor TDH gene) detected in shrimps (Penaeus monodon) from Vietnam,Vibrio parahaemolyticus  - {pathogenic micro-organisms},Vibrio parahaemolyticus (and virulence factor TDH gene) detected in shrimps (Penaeus monodon) from Vietnam | Vibrio parahaemolyticus  - {pathogenic micro-organisms},2021.1759
India,2021-03-19 16:55:40,SPS,Nitrofurans (furazolidon) in shrimps from India,furazolidon   - {residues of veterinary medicinal products},Nitrofurans (furazolidon) in shrimps from India | furazolidon   - {residues of veterinary medicinal products},2021.1444
Vietnam,2021-02-09 17:07:41,SPS,Sulfamethoxazol in frozen shrimps (Litopenaeus vannamei) from Vietnam,sulfamethoxazole  unauthorised - {residues of veterinary medicinal products},Sulfamethoxazol in frozen shrimps (Litopenaeus vannamei) from Vietnam | sulfamethoxazole  unauthorised - {residues of veterinary medicinal products},2021.066
Vietnam,2020-12-18 15:43:17,SPS,Residues of oxytetracycline in frozen shrimp skewers from Vietnam,oxytetracycline  residue level above MRL - {residues of veterinary medicinal products},Residues of oxytetracycline in frozen shrimp skewers from Vietnam | oxytetracycline  residue level above MRL - {residues of veterinary medicinal products},2020.5881
Vietnam,2020-11-18 16:10:54,SPS,Vibrio parahaemolyticus in frozen Raw Headless Shell-On Shrimps (Penaeus vannamei) from Vietnam via Czech Republic,Vibrio parahaemolyticus  - {pathogenic micro-organisms},Vibrio parahaemolyticus in frozen Raw Headless Shell-On Shrimps (Penaeus vannamei) from Vietnam via Czech Republic | Vibrio parahaemolyticus  - {pathogenic micro-organisms},2020.5101
Vietnam,2020-10-27 10:00:51,Other,Polyphosphates (E452) in frozen tiger prawns from Vietnam,E 452 - polyphosphates  too high content - {food additives and flavourings},Polyphosphates (E452) in frozen tiger prawns from Vietnam | E 452 - polyphosphates  too high content - {food additives and flavourings},2020.4559
India,2020-08-11 13:19:26,SPS,prohibited substance nitrofuran (metabolite) furazolidone (AOZ) in frozen shrimps from India,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},prohibited substance nitrofuran (metabolite) furazolidone (AOZ) in frozen shrimps from India | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},2020.3224
Vietnam,2020-06-24 08:00:39,SPS,Vibrio cholerae in prawns from Vietnam,Vibrio cholerae  - {pathogenic micro-organisms},Vibrio cholerae in prawns from Vietnam | Vibrio cholerae  - {pathogenic micro-organisms},2020.2568
Ecuador,2020-06-23 17:32:57,TBT,unauthorised feed additive E 324 - ethoxyquin and too high content of E 250 - sodium nitrite in shrimp meal from Ecuador,"ethoxyquin  no definition - {composition},nitrite  too high content - {environmental pollutants}","unauthorised feed additive E 324 - ethoxyquin and too high content of E 250 - sodium nitrite in shrimp meal from Ecuador | ethoxyquin  no definition - {composition},nitrite  too high content - {environmental pollutants}",2020.2566
India,2020-04-21 09:28:42,SPS,Nitrofurans in aquaculture shrimps from India,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},Nitrofurans in aquaculture shrimps from India | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},2020.1699
India,2020-03-30 15:08:44,SPS,Furazolidon in frozen shrimps from India,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},Furazolidon in frozen shrimps from India | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},2020.1445
