MFG_FIRM_FEI_NUM,LGL_NAME,LINE1_ADRS,LINE2_ADRS,CITY_NAME,PROVINCE_STATE,ISO_CNTRY_CODE,PRODUCT_CODE,REFUSAL_DATE,DISTRICT,ENTRY_NUM,RFRNC_DOC_ID,LINE_NUM,LINE_SFX_ID,FDA_SAMPLE_ANALYSIS,PRIVATE_LAB_ANALYSIS,REFUSAL_CHARGES,PRDCT_CODE_DESC_TEXT,REFUSAL_DATE_PARSED,refusal_row_id,mapped_charge_count,mapped_charge_categories,mapped_charge_codes,sps_tbt_category,country_name,period
3010798999,Industrial Pesquera Santa Priscila S.A. (Factory 2),Km 5 Via Juan Tanca Marengo,,Guayaquil,Guayas,EC,16XGD21,13-Jul-22,DSWI,082-0431695-7,11,1,,No,Yes,9,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2022-07-13,10,1,SPS,SALMONELLA-9,SPS,Ecuador,2019-2023
3015120998,TOSC INTERNATIONAL PVT. LTD.,H-1429 Dsidc Industrialarea Narela,Dsidc Indl Area,Delhi,,IN,62LCA47,14-Sep-21,DSEI,XXX-0475308-4,1,2,,No,No,"118, 3280","IVERMECTIN (ANTI-PROTOZOAL, A-LEISHMANIAL, ANTI-MALARIAL)",2021-09-14,11,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2019-2023
3012172359,Windlas Biotech Ltd,Plant-2 Khasra No 141 To 143&145,,Dehradun,,IN,62LCA47,30-Jun-21,DSEI,XXX-0466489-4,1,2,,No,No,"75, 118, 3280","IVERMECTIN (ANTI-PROTOZOAL, A-LEISHMANIAL, ANTI-MALARIAL)",2021-06-30,12,3,"Other/Unmatched, TBT","FRNMFGREG-3280, NOT LISTED-118, UNAPPROVED-75",TBT,India,2019-2023
3017174047,SAANVI INC,Center Point Saanvi A 8,Opposite Udyog Nagar Metro Stati,New Delhi,,IN,80FXX,02-Oct-20,DWCI,ITC-0002145-3,51,1,,No,No,"118, 333, 341, 508, 3280","MASK, SURGICAL",2020-10-02,13,5,TBT,"FRNMFGREG-3280, LACKS FIRM-333, NO 510(K)-508, NOT LISTED-118, REGISTERED-341",TBT,India,2019-2023
3004293347,Kader Exports Private Limited,"1-3/1 to 6 Gollala Koderu,","Palakoderu Mandel,",Bhimavaram,Andhra Pradesh,IN,16XGN21,19-Nov-20,DSEI,KM6-1545080-6,11,1,,No,Yes,"9, 306","SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2020-11-19,14,2,SPS,"INSANITARY-306, SALMONELLA-9",SPS,India,2019-2023
3002809586,Sun Pharmaceutical Industries Ltd.,Halol - Baroda Highway,,Halol,Gujarat,IN,62GCK94,01-Feb-23,DNEI,316-7148325-8,71,1,,No,No,27,KETOROLAC TROMETHAMINE (ANTI-INFLAMMATORY),2023-02-01,15,1,SPS,DRUG GMPS-27,SPS,India,2019-2023
3004651246,KRISHNA EXPORTS,Opp Railway Station,,Thasra,Gujarat,IN,53JY01,19-May-22,DWCI,235-2344748-2,81,1,,No,No,197,BATH SOAPS AND DETERGENTS (NOT ANTIPERSPIRANT) (PERSONAL CLEANLINESS),2022-05-19,16,1,SPS,COSM COLOR-197,SPS,India,2019-2023
3015196665,BIKANERVALA FOODS PVT. LTD.,Plot No.42,"Ecotech II, Udyog Vihar",Greater Noida,Uttar Pradesh,IN,07YGT99,01-Jul-21,DWCI,224-3104694-9,101,1,,No,Yes,9,"SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2021-07-01,17,1,SPS,SALMONELLA-9,SPS,India,2019-2023
3014422608,Hai Son Foods Co.,"Lot D2-D3, Suoi Dau Industrial Zone",Suoi Tan Ward,Cam Lam District,Khanh Hoa,VN,16XGT99,03-Nov-21,DWCI,231-4217996-5,11,2,,No,Yes,9,"AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS, N.E.C.,",2021-11-03,18,1,SPS,SALMONELLA-9,SPS,Vietnam,2019-2023
3014422608,Hai Son Foods Co.,"Lot D2-D3, Suoi Dau Industrial Zone",Suoi Tan Ward,Cam Lam District,Khanh Hoa,VN,16XGT99,24-Sep-21,DNEI,231-4223945-4,11,1,,No,Yes,9,"AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS, N.E.C.,",2021-09-24,19,1,SPS,SALMONELLA-9,SPS,Vietnam,2019-2023
3013265327,"Vietnam Happy Chews Pet Food Co., LTD","Lot No. 30-31, Linh Trung Epz & IP III","An Tinh Commune, Trang Bang District",Tay Ninh,Tay Ninh,VN,72FGR01,29-Mar-21,DSEI,231-3616337-1,91,1,,No,No,9,"RAWHIDE, BEEF, PET CHEWS (NON-NUTRITIVE)",2021-03-29,20,1,SPS,SALMONELLA-9,SPS,Vietnam,2019-2023
3014422608,Hai Son Foods Co.,"Lot D2-D3, Suoi Dau Industrial Zone",Suoi Tan Ward,Cam Lam District,Khanh Hoa,VN,16XGT99,06-Jul-21,DWCI,231-4212423-5,21,2,,No,Yes,9,"AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS, N.E.C.,",2021-07-06,21,1,SPS,SALMONELLA-9,SPS,Vietnam,2019-2023
1000500626,MTR Foods Private Limited,"No. 80, Bommasandra Industrial Area","Hebbagodi, Anekal Taluk",Bangalore,Karnataka,IN,28YGT99,17-Apr-21,DWCI,235-2341905-1,91,14,,No,No,9,"SPICES, FLAVORS AND SALT NOT MENTIONED ELSEWHERE, N.E.C.",2021-04-17,22,1,SPS,SALMONELLA-9,SPS,India,2019-2023
3013265327,"Vietnam Happy Chews Pet Food Co., LTD","Lot No. 30-31, Linh Trung Epz & IP III","An Tinh Commune, Trang Bang District",Tay Ninh,Tay Ninh,VN,72GGR05,29-Mar-21,DSEI,231-3616337-1,41,1,,No,No,9,"COMBINATION PRODUCTS, PET TREATS",2021-03-29,23,1,SPS,SALMONELLA-9,SPS,Vietnam,2019-2023
3011050638,Naveena Quality Foods Pvt Ltd,"11-6-24/2&3, Godown #2",Kukatpally,Hyderabad,Andhra Pradesh,IN,31KGT99,17-Apr-21,DWCI,235-2341905-1,21,8,,No,No,"218, 320, 321, 482","TEA, N.E.C.",2021-04-17,24,4,TBT,"LACKS FIRM-320, LACKS N/C-321, LIST INGRE-218, NUTRIT LBL-482",TBT,India,2019-2023
3016255543,U.M.A. Co. ,Welldone Tech Park Spring House,Sohna Road; Sh- 13,Gurugram,Haryana,IN,53CH07,16-Apr-20,DWCI,399-1025787-0,11,1,K,No,No,197,EYELASH AND EYEBROW DYE (EYE MAKEUP PREPARATIONS),2020-04-16,25,1,SPS,COSM COLOR-197,SPS,India,2019-2023
3009823295,"AN DIEN FOODS CO., LTD","An My Hamlet, An Dien Commune",Ben Cat Town,Ben Cat,VN-57,VN,23BGT03,05-Jun-23,DWCI,286-6970757-3,41,1,,Yes,No,241,"CASHEW, SHELLED",2023-06-05,26,1,SPS,PESTICIDE-241,SPS,Vietnam,2019-2023
3018013421,Hai Phu Import Export Co.,"Blog 12, Quang Phu Industrial Zone",Quang Nai Province,Quang Ngai City,VN-29,VN,16AGT51,07-Apr-22,DNEI,594-0341887-0,11,6,,No,Yes,9,MAHI MAHI,2022-04-07,27,1,SPS,SALMONELLA-9,SPS,Vietnam,2019-2023
3014709167,Reypezpacific S.A.,Simon Plata Torres Km 1 Via Atacames,,Esmeraldas,Esmeraldas,EC,16XGT21,18-Mar-22,DWCI,595-5789755-6,51,1,,No,No,249,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2022-03-18,28,1,SPS,FILTHY-249,SPS,Ecuador,2019-2023
3013288551,THE LIGHT SEAFOOD COMPANY,"79, Nguyen Thanh",Phuong Vinh Hai,Nha Trang,Khanh Hoa,VN,16AVT45,17-Aug-22,DNEI,417-0368625-7,21,2,,No,No,249,"TUNA (ALBACORE, YELLOWFIN, BLUEFIN, SKIPJACK, ETC.)",2022-08-17,29,1,SPS,FILTHY-249,SPS,Vietnam,2019-2023
3022196669,BYRD FOODS INTERNATIONAL,02 Sdf Building,Hall No; And 03,Pallipuram,Kerala,IN,16JEO01,15-Dec-23,DNEI,334-5847167-0,11,3,,No,Yes,"2900, 3885",CRAB,2023-12-15,30,2,SPS,"CHLORAMP-2900, POIS CHLOR-3885",SPS,India,2019-2023
3007785633,Hetero Labs Ltd,7-2-A2 Hetero Corporate,,Sanath Nagar,,IN,62VBS15,10-Jun-20,DSEI,AEK-7468646-7,11,1,,No,No,75,TENOFOVIR DISOPROXIL FUMERATE,2020-06-10,31,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3013388446,ARISTO PHARMACEUTICALS,23 - A Shah Industrial Es,,Mumbai,Maharashtra,IN,61TDY31,20-Aug-20,DSEI,AEK-7716764-8,101,1,,No,No,75,DOMPERIDONE,2020-08-20,32,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3017380316,MYLAB DISCOVERY SOLUTIONS PRIVATE LIMITED,Plot No. 99-B,"Lonavla Industrial Co-Operative Estate Ltd, Nangargaon, Lonavla",Pune,Maharashtra,IN,83QKP,16-Feb-21,DSEI,AEK-8728130-6,11,1,,No,No,508,CORONAVIRUS ANTIGEN DETECTION TEST SYSTEM.,2021-02-16,33,1,TBT,NO 510(K)-508,TBT,India,2019-2023
3012264735,Microlabs Limited,Mamnug Namtrang Rcao,,South Sikkim,,IN,61PDE26,06-Jan-22,DSEI,AEK-0223139-5,21,1,,No,No,75,METFORMIN (ANTI-DIABETIC),2022-01-06,34,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3022587333,MARUDHAR IMPEX,62/A-B-C-D Sumel Business Park,,Ahmedabad,Gujarat,IN,54FCY99,27-Jul-23,DSEI,AEK-3512639-8,11,1,,No,No,75,"HERBALS & BOTANICALS (NOT TEAS), N.E.C.",2023-07-27,35,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3016701517,GLUMEX PHARMACEUTICALS,"4,5,6 Godavari, Tungare",,Maharashtra,,IN,56ICA76,06-May-20,DSEI,AEK-7098457-7,21,1,,No,No,75,AZITHROMYCIN (MACAROLIDES),2020-05-06,36,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3014508960,AUROBINDA PHARMA LTD,Plot No 2 Maitrivhar,,Ameerpet Hyderbad,,IN,56BCA03,17-Mar-23,DSEI,AEK-2991045-0,31,1,,No,No,75,"AMOXICILLIN TRIHYDRATE (PENICILLIN, SYNTHETICALLY PRODUCED)",2023-03-17,37,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3008190021,Suprima Cosmo Tech,"26/A, Osiya Mata Compound","Reti Bunder Road, Kalher Village","Bhiwandi, Thane",Maharashtra,IN,53LD06,07-Dec-22,DSEI,B5D-0008921-2,121,1,,No,No,3600,MOISTURIZING (SKIN CARE PREPARATIONS),2022-12-07,38,1,SPS,REFUSE EI-3600,SPS,India,2019-2023
3014266838,PHUOC PHUC VINH IMPORT EXPORT TRADING CO LTD,14d U Ghe St Tam Bihn Ward Thu Duc Dist,,Ho Chi Mihn City,,VN,07AGT99,10-May-23,DWCI,EQF-0048725-8,71,1,C,Yes,No,"11, 256, 274, 321","BAKED SNACK FOOD, N.E.C.",2023-05-10,39,4,"SPS, TBT","COLOR LBLG-274, INCONSPICU-256, LACKS N/C-321, UNSAFE COL-11",SPS+TBT,Vietnam,2019-2023
3004011473,Intas Pharmaceuticals Limited,"Plot No. 5 to 14, Pharmez, Near Village Matoda",Sarkhej-Bavla Highway No 8-A,"Taluka Sanand, Ahmedabad",Gujarat,IN,62ODY43,27-Jul-20,DSEI,AEK-7630985-2,11,1,,No,No,75,METOPROLOL SUCCINATE (ANTI-HYPERTENSIVE - PART II),2020-07-27,40,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
13209,Castlerock Fisheries Pvt Ltd.,"M 33/34 - 1, MIDC, Taloja Industrial Area, Dist. Raigad",,Taloja,Maharashtra,IN,16XGN21,09-Dec-20,DNEI,AQZ-0488049-1,11,1,,No,No,249,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2020-12-09,41,1,SPS,FILTHY-249,SPS,India,2019-2023
3021369475,Dr. Willmar Schwabe India Pvt. Ltd.,B - 8 Industrial Area,,Sikandrabad,Uttar Pradesh,IN,66VAY99,19-Jun-20,DNEI,XXX-0406576-3,1,9,,No,No,"118, 3280","MISCELLANEOUS PATENT MEDICINES, ETC.",2020-06-19,42,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2019-2023
3002807297,Ipca Laboratories Limited,P.O. Sejavta,,Ratlam,Madhya Pradesh,IN,62LDC29,02-Dec-21,DSEI,XXX-0496509-2,1,1,,No,No,"75, 118","HYDROXYCHLOROQUINE SULFATE (ANTI-PROTOZOAL, A-LEISHMANIAL, A-MALARIAL)",2021-12-02,43,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2019-2023
3025991141,POOJA GADMADE,Plot No 40,Pushpanjaliapartment; Junishukrawari Reshimbag Road,Nagpur,Maharashtra,IN,65RCN19,21-Feb-23,DSEI,SCS-6179072-4,21,1,,No,No,75,SODIUM CHLORIDE (REPLENISHER),2023-02-21,44,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3012823162,ERIS LIFESCIENCES,7TH FLOOR COMMERCE HOUS,,AHMEDABAD,,IN,61PDA99,20-Sep-20,DSEI,SCS-1663978-5,11,2,,No,No,75,ANTI-DIABETIC N.E.C.,2020-09-20,45,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3002807297,Ipca Laboratories Limited,P.O. Sejavta,,Ratlam,Madhya Pradesh,IN,62LCA29,27-Apr-21,DSEI,XXX-0451593-4,1,2,,No,No,"75, 118, 3280","HYDROXYCHLOROQUINE SULFATE (ANTI-PROTOZOAL, A-LEISHMANIAL, A-MALARIAL)",2021-04-27,46,3,"Other/Unmatched, TBT","FRNMFGREG-3280, NOT LISTED-118, UNAPPROVED-75",TBT,India,2019-2023
3017270856,MANOJ KUMAR TANWAR,Sec - 132,404 Rohini Sec - 7; Sunehari Bagh Apt,New Delhi,Delhi,IN,61PDB68,19-Jan-21,DSEI,SCS-3663969-0,11,1,,No,No,75,SITAGLIPTIN PHOSPHATE (ANTI-DIABETIC),2021-01-19,47,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3012172359,Windlas Biotech Ltd,Plant-2 Khasra No 141 To 143&145,,Dehradun,,IN,60ZDY15,14-Sep-21,DSEI,XXX-0475309-3,1,1,,No,No,"118, 3280",IVERMECTIN AND COMBINATIONS (ANTIPARASITIC),2021-09-14,48,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2019-2023
3021094388,ABBOTT HEALTHCARE P LTD,Hp,,Baddi,Himachal Pradesh,IN,61TCP17,30-Jun-22,DSEI,XXX-0534762-1,1,11,,No,No,75,PROMETHAZINE HCL (ANTI-EMETIC/NAUSEANT),2022-06-30,49,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3007013286,Macleods Pharmaceuticals Ltd,304 Atlanta Arcade,Church Road,Mumbai,Maharashtra,IN,61TDY31,09-Sep-20,DSEI,SCS-1722459-5,21,1,,No,No,75,DOMPERIDONE,2020-09-09,50,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3017268312,RAJ KUMAR GUPTA,West Lohanipur Upadhyaylane,,Patna,Bihar,IN,61TDA31,15-Sep-20,DSEI,SCS-1998604-3,21,4,,No,No,75,DOMPERIDONE,2020-09-15,51,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3021241804,MUCOSIS LIFE SCIENCE PRIVATE LIMITE,03 Satyam Apartment,Shop No,Mumbai,Maharashtra,IN,60MCA99,10-Mar-22,DSEI,SCS-9565373-1,11,1,,No,No,75,"ANALGESIC, NARCOTIC,  N.E.C.",2022-03-10,52,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
1000500626,MTR Foods Private Limited,"No. 80, Bommasandra Industrial Area","Hebbagodi, Anekal Taluk",Bangalore,Karnataka,IN,03CGT09,17-Apr-21,DWCI,235-2341905-1,111,4,,No,No,"218, 321, 328, 482","NON-STANDARD BREADS, ROLLS, BUNS, ETC PREPARED DRY MIX WITHOUT MILK OR EGG",2021-04-17,53,4,TBT,"LACKS N/C-321, LIST INGRE-218, NUTRIT LBL-482, USUAL NAME-328",TBT,India,2019-2023
3004651246,KRISHNA EXPORTS,Opp Railway Station,,Thasra,Gujarat,IN,25LGT28,21-Apr-23,DWCI,235-2346420-6,51,2,,No,No,260,"ARROWHEAD,  DRIED OR PASTE",2023-04-21,54,1,TBT,FALSE-260,TBT,India,2019-2023
3010060414,Hai Minh,43 Tran Van Cham St,Tan Thong Hoi Ward,Cu Chi District,VN-65,VN,23BGT05,21-Jul-23,DWCI,EJ2-0162588-9,61,1,,No,No,9,"COCONUT, SHELLED",2023-07-21,55,1,SPS,SALMONELLA-9,SPS,Vietnam,2019-2023
3012654583,PHAM THI MAI CHI,"St., Quarter 1 - Group 11, Ward","NO. 71, Nguyen Cong Tru",Ho Chi Minh,,VN,21HGT01,21-Mar-23,DWCI,BWY-0002516-0,371,1,,No,No,251,"APRICOT, DRIED OR PASTE",2023-03-21,56,1,SPS,POISONOUS-251,SPS,Vietnam,2019-2023
3015484181,VTK Traders,"No 1/192, Chetpet Road, Lakshmi Nagaram",,"Arni, Tiruvannamalai Dist",Tamil Nadu,IN,28AYY54,13-Jan-22,DNEI,D82-2215026-9,111,1,,No,Yes,249,"PEPPER,BLACK, WHOLE (SPICE)",2022-01-13,57,1,SPS,FILTHY-249,SPS,India,2019-2023
3011644864,Gold Future Import Export Development Company limited,"Binh Hung Hoa B Ward, Binh Tan Dist,","5, 123/5 Khu 4-5 Road, Hamlet",Binh Tan,Binh Tan District,VN,16AVT37,30-Jul-21,DSEI,D97-1567398-1,21,3,,Yes,No,249,"SNAPPER (RED, GRAY, MALABAR, ETC.)",2021-07-30,58,1,SPS,FILTHY-249,SPS,Vietnam,2019-2023
3011050638,Naveena Quality Foods Pvt Ltd,"11-6-24/2&3, Godown #2",Kukatpally,Hyderabad,Andhra Pradesh,IN,31KGT99,17-Apr-21,DWCI,235-2341905-1,21,9,,No,No,"218, 321, 482","TEA, N.E.C.",2021-04-17,59,3,TBT,"LACKS N/C-321, LIST INGRE-218, NUTRIT LBL-482",TBT,India,2019-2023
3008081236,Thuan Thien Producing Trading Limited Company,"Lot 15, Street No 7, Tan Duc Industrial Zone","Duc Hoa Ha Village, Duc Hoa District",Long An City,Long An,VN,25QDD03,30-Jan-23,DNEI,U10-1222652-2,101,1,,No,Yes,241,"MUSHROOM, STRAW, PIECES AND STEMS, SLICED",2023-01-30,60,1,SPS,PESTICIDE-241,SPS,Vietnam,2019-2023
3008546425,Centurion Laboratories,"G/5 & G/6, Industrial Estate",,Gorwa,Baroda,IN,65PCA02,29-Aug-22,DSEI,XXX-0534964-0,1,1,,No,No,27,SILDENAFIL CITRATE (REGULATOR),2022-08-29,61,1,SPS,DRUG GMPS-27,SPS,India,2019-2023
3022454905,PHUONG ANH COSMETICS CO LTD,35/81 Tran Dinh Xu,,Hcm City,,VN,65QAK02,30-Oct-23,DSEI,XXX-0594779-0,1,1,,No,No,"75, 118, 472, 3280",BOTOX,2023-10-30,62,4,"Other/Unmatched, TBT","FRNMFGREG-3280, NO ENGLISH-472, NOT LISTED-118, UNAPPROVED-75",TBT,Vietnam,2019-2023
3013940721,MEDICO REMEDIES PVT LTD,Palghar - 401404,,Maharashtra,,IN,62GCA86,23-Aug-23,DSEI,XXX-0580176-4,1,7,,No,No,"75, 118",ALLOPURINOL SODIUM (ANTI-INFLAMMATORY),2023-08-23,63,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2019-2023
3017307811,SPECTRUM FORMULATION PVT LTD,"Khasra No 12, Makhanpur",,Roorkee,,IN,62LDC47,06-Dec-21,DSEI,XXX-0496168-7,1,1,,No,No,75,"IVERMECTIN (ANTI-PROTOZOAL, A-LEISHMANIAL, ANTI-MALARIAL)",2021-12-06,64,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3007197995,Shilpa Pharma Lifesciences Limited,Unit 2,"Plot No.33,33A & 40 to 47, Raichur Industrial Growth Centre","Chicksugur, Raichur",Karnataka,IN,60YIY99,09-Feb-23,DWCI,W69-5020849-7,11,1,,No,No,75,INHIBITOR (GROWTH FACTOR) N.E.C.,2023-02-09,65,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3004571592,Sheth Brothers,30-31 G.I.D.C. Vithalwadi,,Bhavnagar,,IN,54FDE99,22-Jun-23,DSEI,AEK-3510184-7,61,1,,No,No,75,"HERBALS & BOTANICALS (NOT TEAS), N.E.C.",2023-06-22,66,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3027181467,GENIE EXPORTS PVT LTD,"Door No. 881/A, Yashodh",,Bangalore,,IN,66VCY99,16-Aug-23,DSEI,799-6132932-3,11,1,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2023-08-16,67,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3020444685,KENT PHARMACEUTICALS,12 Ambika Mukherjee Rd,,Kolkata,,IN,65PDL99,14-Dec-21,DSEI,799-6162631-3,11,15,,No,No,75,REGULATOR N.E.C.,2021-12-14,68,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3022137514,KRM AYURVEDA PRIVATE LIMITED,Opp Bhagwan Buddha Apts,Parwara Road; 77 Gate No 2,New Delhi,Delhi,IN,66FDE99,23-Aug-23,DSEI,799-6293579-7,11,1,,No,No,"75, 118, 3280",SUPPRESSANT N.E.C.,2023-08-23,69,3,"Other/Unmatched, TBT","FRNMFGREG-3280, NOT LISTED-118, UNAPPROVED-75",TBT,India,2019-2023
3016658338,FES CASH ACCOUNT M,Z 28 Hauz Khas,,New Delhi,,IN,66VDY99,13-May-20,DSEI,799-6662998-0,11,2,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2020-05-13,70,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
3020402577,M/S NECTOR FOODS PVT LTD,118/119 100 Ft Road,,New Delhi,Delhi,IN,54ACY90,08-Nov-21,DSEI,799-5256079-4,11,3,,No,No,"482, 2300",MULTIPLE VITAMINS (MVI-12 VITAMIN COMBO) (VITAMIN),2021-11-08,71,2,TBT,"DIETARYLBL-2300, NUTRIT LBL-482",TBT,India,2019-2023
1000624023,Gondi S.A.,Km 5 1/2 Via Manta -Portoviejo,Conservas Ideal Plant (Industria De Enlatados Alimenticios Cia Ltda Ideal),Portoviejo,Manabi,EC,16AET33,26-Apr-23,DSEI,900-0170560-8,11,1,,Yes,No,306,"SARDINES (BRISLING, SPRATS, PILCHARDS, ETC.)",2023-04-26,72,1,SPS,INSANITARY-306,SPS,Ecuador,2019-2023
3025724852,GLENMARK PHARMACEUTICALS,Village Bhatanwala Rajp,,Nalagarh,,IN,60CCY09,31-Jan-23,DSEI,799-3122070-1,11,5,,No,No,75,PHENYLEPHRINE HCL (ADRENERGIC),2023-01-31,73,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2019-2023
