MFG_FIRM_FEI_NUM,LGL_NAME,LINE1_ADRS,LINE2_ADRS,CITY_NAME,PROVINCE_STATE,ISO_CNTRY_CODE,PRODUCT_CODE,REFUSAL_DATE,DISTRICT,ENTRY_NUM,RFRNC_DOC_ID,LINE_NUM,LINE_SFX_ID,FDA_SAMPLE_ANALYSIS,PRIVATE_LAB_ANALYSIS,REFUSAL_CHARGES,PRDCT_CODE_DESC_TEXT,REFUSAL_DATE_PARSED,refusal_row_id,mapped_charge_count,mapped_charge_categories,mapped_charge_codes,sps_tbt_category,country_name,period
3011116632,Sun Pharma Drugs Pvt Ltd,107 - 108 Plot,Ranipool,Namli,Sikkim,IN,61JDA09,25-Apr-25,DSEI,AEK-8441228-5,51,1,,No,No,75,FENOFIBRATE (ANTI-CHOLESTEREMIC),2025-04-25,0,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3016706558,TORRENT PHARMACEUTICALS LTD,"Plot 725 & 726, Unit Ii",,Gangtok,,IN,61FCY63,29-May-25,DSEI,AEK-8530931-6,22,1,,No,No,75,RIFAXIMIN (A-BACTERIAL PT. I) (NOT ANTIBIOTIC),2025-05-29,1,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3017113456,BHD INDUSTRIES LTD,Akruti Rd,,Mumbai,,IN,54FGA99,24-Jan-25,DSEI,AEK-8105701-8,11,1,,No,No,75,"HERBALS & BOTANICALS (NOT TEAS), N.E.C.",2025-01-24,2,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3033324318,MEYER ORGANICS PVT LTD,Plot No 371 Sompura Ind,,Karnataka,,IN,54BDY01,31-Jan-25,DSEI,AEK-8188090-6,61,1,,No,No,75,CALCIUM (MINERAL),2025-01-31,3,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3004604685,Medreich Sterilab Ltd,4/3 Avala Halli,,Bangalore,,IN,66VIY99,25-Mar-25,DSEI,AEK-8248834-5,21,1,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2025-03-25,4,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3018179449,VAHDAM TEAS PVT LT,"C 12/3, Sector 85",National Capital Region,Noida,Uttar Pradesh,IN,54YCY99,22-May-25,DSEI,AEK-8510988-0,12,1,,No,No,3560,"VITAMIN, MINERAL, PROTEINS AND UNCONVENTIONAL DIETARY SPECIALITIES FOR HUMANS AND ANIMALS, N.E.C.",2025-05-22,5,1,SPS,SUPPL GMP-3560,SPS,India,2024-2026
3017201659,ABBOTT HEALTHCARE,Plot No 573,Marol Indl,Mumbai,Maharashtra,IN,62GDY41,06-Jun-25,DSEI,AEK-8522646-0,32,1,,No,No,"75, 118",IBUPROFEN (ANTI-INFLAMMATORY),2025-06-06,6,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3014195583,GLENMARK PHARMA,Glenmark House Hdo Corp,,Chakala,,IN,61FDY55,21-Jul-25,DSEI,AEK-7307295-9,92,1,,No,No,75,CIPROFLOXACIN HYDROCHLORIDE (ANTI-BACTERIAL PART I) (NOT ANTIBIOTIC),2025-07-21,7,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3009837419,AGRONIC FOOD PVT. LTD,"Plot No.2, Road #6, K. No.1049/740",Bansi 2nd Phase,Jodhpur,Rajasthan,IN,54JBR06,02-Jan-24,DSWI,AQZ-0564618-0,121,1,,Yes,Yes,9,HOLY BASIL (HERBAL & BOTANICALS II),2024-01-02,8,1,SPS,SALMONELLA-9,SPS,India,2024-2026
3016795319,MERCK SPECIALITIES PVT LTD,Plot No 0-5 Midc Aurnag,,Paithan,,IN,62OCA18,08-Aug-24,DSEI,AEK-5241577-3,11,1,,No,No,75,BISOPROLOL FUMARATE (ANTI-HYPERTENSIVE - PART II),2024-08-08,9,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3032910776,HOA TRA COSMETICS CO LTD,"8, Tran Hung Dao St Binh",,Long Xuyen,,VN,66YBY99,23-Dec-24,DSEI,AEK-5954196-9,11,1,,No,No,"75, 472",EXHIBITS - OTHER DRUG RELATED ITEMS N.E.C.,2024-12-23,10,2,"Other/Unmatched, TBT","NO ENGLISH-472, UNAPPROVED-75",TBT,Vietnam,2024-2026
3023019086,BHAGYALEKSHMY DIVAKARAPANICKER,Tc 15/1758 Forest Lane,,Kochi,,IN,66YDY99,12-Dec-24,DSEI,AEK-5970610-9,31,1,,No,No,75,EXHIBITS - OTHER DRUG RELATED ITEMS N.E.C.,2024-12-12,11,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3017066035,TORRENT PHARMA LIMITED,"No 32, Middle Lane Nh16",,Sikkim,,IN,62TDA06,06-Oct-25,DSEI,AEK-7231646-4,42,1,,No,No,75,ESOMEPRAZOLE MAGNESIUM (ANTI-SECRETORY),2025-10-06,12,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3013708667,KLM LAB PVT LTD,1004 Hubtown Viva Joqoi,,Mumbai,,IN,62FAO53,25-Jul-25,DSEI,AEK-7307860-0,82,1,,No,No,75,"MOMETASONE FUROATE (ANTI-INFECTIVE, TOPICAL)",2025-07-25,13,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3039378127,PANTSON PHARM,Pati Gandevi,,Navsari,,IN,62ODY03,23-Sep-25,DSEI,AEK-7589010-1,20002,1,,No,No,75,PERINDOPRIL ERBUMINE (ANTI-HYPERTENSIVE - PART II),2025-09-23,14,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3027820415,AUSHADHI BHAVAN AYURVED,Seva Sangh Ganeshwadi P,,Nashik,,IN,54FGA99,18-Dec-25,DSEI,AEK-7950533-3,80003,1,,No,No,75,"HERBALS & BOTANICALS (NOT TEAS), N.E.C.",2025-12-18,15,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3013950938,MILLENNIUM HERBAL CARE LTD,"Plot No A-329/330, Ttc",,"Mahape, Navi Mumbai",,IN,61WDY47,02-Dec-25,DSEI,AEK-7930747-4,20003,1,,No,No,75,KETOCONAZOLE (ANTI-FUNGAL) (NOT ANTIBIOTIC),2025-12-02,16,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3031298305,SUN PHARMA LABORATORIES,Vill Kolejhae Morza Pta,,Kamrup,,IN,61NCY67,29-May-25,DSEI,AEK-8533101-3,42,1,,No,No,75,FLUVOXAMINE MALEATE (ANTI-DEPRESSANT),2025-05-29,17,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3004785585,Cupid Ltd.,"A-68 MIDC Sinnar, Malegaon",,Nashik,Maharashtra,IN,85HIS,08-Jan-25,DSEI,AEK-8049153-1,11,1,,No,No,"508, 2780",CONDOM,2025-01-08,18,2,"SPS, TBT","DEVICEGMPS-2780, NO 510(K)-508",SPS+TBT,India,2024-2026
3003157498,Intas Pharmaceuticals Limited,Plot No. 457/458-Matoda / Plot No.191/218P-Chacharwadi,"Sarkhej-Bavla Highway, Taluka-Sanand, Matoda",Ahmedabad,Gujarat,IN,63HCK10,11-Apr-25,DSEI,AEK-8424910-9,41,1,,No,No,27,LACTULOSE (CATHARTIC),2025-04-11,19,1,SPS,DRUG GMPS-27,SPS,India,2024-2026
3014565631,USV PVT LTD,Hilltop Industrial Area,,Himachal Prades,,IN,66VDY99,27-Dec-24,DSEI,AEK-8038687-1,11,1,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2024-12-27,20,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3008348941,Innovative Cuisine Pvt Ltd,"BLOCK NO. 512, KARJAN VEMARDI ROAD","OPP. COSMOFILMS, VILLAGE-KANDARI",VADODARA,Gujarat,IN,07BGT99,17-Sep-25,DNEI,8KP-0066453-3,100002,1,,No,No,"308, 3821","FRIED SNACK FOODS, N.E.C.",2025-09-17,21,2,SPS,"MFR INJ-3821, MFR INSAN-308",SPS,India,2024-2026
3001056209,unknown,unknown,,unknown,,IN,33EYT99,03-Sep-24,DNEI,9AJ-0861769-6,11,12,,Yes,No,"11, 274","HARD CANDY WITHOUT NUTS AND FRUIT, N.E.C.  (WITHOUT CHOCOLATE)",2024-09-03,22,2,"SPS, TBT","COLOR LBLG-274, UNSAFE COL-11",SPS+TBT,India,2024-2026
3012726574,LAKME LEVER PVT LTD,SURVEY# 159,,GUJARAT,,IN,53JY01,12-Oct-24,DNEI,9AJ-0862553-3,441,1,,No,No,"75, 118, 197, 471, 475, 3200, 3280, 3881",BATH SOAPS AND DETERGENTS (NOT ANTIPERSPIRANT) (PERSONAL CLEANLINESS),2024-10-12,23,8,"Other/Unmatched, SPS, TBT","COSM COLOR-197, COSM MISB2-3200, COSMETFPLA-3881, COSMETLBLG-475, CSTIC LBLG-471, FRNMFGREG-3280, NOT LISTED-118, UNAPPROVED-75",SPS+TBT,India,2024-2026
3016247599,LUPIN LTD,Karmarey Bhasmey Block,,Bhasmey,,IN,61PDA66,25-Nov-25,DSEI,AEK-7894845-0,10003,1,,No,No,"75, 118",LINAGLIPTIN (ANTI-DIABETIC),2025-11-25,24,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3013828257,saka saka company limited,4/6B Hamlet 4; Xuan Thoi Son Commune,Hoc Mon District,Ho Chi Minh,,VN,24TGD99,08-Nov-24,DNEI,9RN-1213363-0,11,4,,No,Yes,241,"LEAF & STEM VEGETABLES, N.E.C.",2024-11-08,25,1,SPS,PESTICIDE-241,SPS,Vietnam,2024-2026
3005757050,Glenmark Pharmaceuticals Limited,"Village Kishanpura, Baddi Nalagarh Road",Baddi,Solan,Himachal Pradesh,IN,66VCY99,25-Apr-24,DNEI,AEK-5100466-9,11,1,,No,No,27,"MISCELLANEOUS PATENT MEDICINES, ETC.",2024-04-25,26,1,SPS,DRUG GMPS-27,SPS,India,2024-2026
3033038151,NECTAR BIOPHARMA PVT LTD,No D 708 Crystal Plaza,,Mumbai,,IN,61GDY85,12-Dec-24,DSEI,AEK-5988435-1,101,1,,No,No,75,"OFLOXACIN (ANTI-BACTERIAL, PART II) (NOT ANTIBIOTIC)",2024-12-12,27,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3017066035,TORRENT PHARMA LIMITED,"No 32, Middle Lane Nh16",,Sikkim,,IN,62ODY41,03-Jul-25,DSEI,AEK-7286940-5,112,1,,No,No,75,LOSARTAN POTASSIUM (ANTI-HYPERTENSIVE - PART II),2025-07-03,28,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3038643978,CONG TY TNHH HIEU HAI SAN,273/95 Nguyen Van Dau W,,Ho Chi Minh,,VN,16AYT99,26-Jun-25,DSEI,AEK-7348264-6,52,1,,No,No,249,"FISH, N.E.C.",2025-06-26,29,1,SPS,FILTHY-249,SPS,Vietnam,2024-2026
3016067500,Sun Pharma Laboratories Ld,Plot No. 107-108 Mamli Block,P.O. Rainpool,East-Sikkim,,IN,61JCA08,09-Oct-25,DSEI,AEK-7697916-8,110003,1,,No,No,"75, 118",ATORVASTATIN CALCIUM (ANTI-CHOLESTEREMIC),2025-10-09,30,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3025406729,REDDYS LAB PVT,Baddi Disst,,Solan,,IN,62GDY94,23-Oct-25,DNEI,AEK-7842652-3,100003,1,,No,No,"118, 3280",KETOROLAC TROMETHAMINE (ANTI-INFLAMMATORY),2025-10-23,31,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2024-2026
3029984099,SUKALPANA HERBALZ INC,No 92 Sidco Industrial,,Madurai,,IN,66VIY99,04-Nov-24,DSEI,AEK-5856701-5,51,1,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2024-11-04,32,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3004785585,Cupid Ltd.,"A-68 MIDC Sinnar, Malegaon",,Nashik,Maharashtra,IN,85HIS,03-Jan-25,DSEI,AEK-8058576-1,11,1,,No,No,"118, 477, 508, 3280",CONDOM,2025-01-03,33,4,"SPS, TBT","FRNMFGREG-3280, HOLES-477, NO 510(K)-508, NOT LISTED-118",SPS+TBT,India,2024-2026
3032595459,CIPLA LTD,26a 30 Sector 8 A Iie S,,Haridwar,,IN,61GDA84,22-Jan-25,DSEI,AEK-8102465-3,51,1,,No,No,"75, 118","NORFLOXACIN (ANTI-BACTERIAL, PART II) (NOT ANTIBIOTIC)",2025-01-22,34,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3040612710,DIVYAJIVAN LIFE SCIENCE PVT LTD,Plot No 231 232 233 Rid,,Gujarat,,IN,54AGY12,23-Oct-25,DNEI,AEK-7842652-3,60003,1,,No,No,"118, 3280",FOLIC ACID (VITAMIN),2025-10-23,35,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2024-2026
3040998624,RABNEW PHARMA,Plot No 230 Sector 21,First Floor,Panchkula,,IN,61XDA51,05-Dec-25,DSEI,AEK-7952222-1,60003,1,,No,No,75,LEVOCETIRIZINE DIHYDROCHLORIDE,2025-12-05,36,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3014312343,AJANTA PHARMA LTD,Mirza Palashbari Rd,Village Kokjhar,Kamrup Assam,Guwahati,IN,61PDA70,21-Mar-25,DSEI,AEK-8354685-1,61,1,,No,No,75,DAPAGLIFLOZIN (ANTI-DIABETIC),2025-03-21,37,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3008043425,Sun Pharma,Plot 754 Ranipool,,Sikkim,,IN,61FCA63,16-May-25,DSEI,AEK-8498635-3,102,1,,No,No,75,RIFAXIMIN (A-BACTERIAL PT. I) (NOT ANTIBIOTIC),2025-05-16,38,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3037406402,BURNETT HOMEOPATHY,B-47 Sector 88 Noida Dist,,Uttar Pradesh,,IN,66VDA99,06-May-25,DSEI,SCS-0188165-0,12,2,,No,No,"75, 118, 3280","MISCELLANEOUS PATENT MEDICINES, ETC.",2025-05-06,39,3,"Other/Unmatched, TBT","FRNMFGREG-3280, NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3031195960,BENITO THERAPEUTICS,Tilak Nagar,A/2 Durgashram Society; Andheri Ghatkopar Road,Mumbai,Maharashtra,IN,61NDC44,02-Jul-24,DSEI,SCS-4419732-9,21,1,,No,No,75,NORTRIPTYLINE HCL (ANTI-DEPRESSANT),2024-07-02,40,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3013445361,SBL Private Limited,Plot No 3 Sector - 12,Iie,Haridwar,Uttarakhand,IN,63HCY08,29-Jul-24,DSEI,SCS-4779502-0,31,1,,No,No,75,CASTOR OIL (CATHARTIC),2024-07-29,41,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3039042530,TRIO LIFESCIENCE PRIVATE LTD,World Bank Colony,,Roorkee,,IN,66VDL99,03-Sep-25,DSEI,799-0755131-3,10002,5,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2025-09-03,42,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3029012115,GENIE EXPORTS PVT LTD,3 167 D Plo,Ratnadeep 8,Hyderabad,Telangana,IN,66VCA99,05-Jun-24,DSEI,799-1389668-5,11,1,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2024-06-05,43,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3008231911,Reckitt Benckiser (I) Ltd,227,,New Delhi,Delhi,IN,60LDY05,16-Aug-24,DSEI,799-1950313-7,11,1,,No,No,75,ASPIRIN (ANALGESIC),2024-08-16,44,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3004276822,"Hua Heong Food Industries (Vietnam) CO., Ltd","D3a-D3b Le Minh Xuan, Industrial Zone",Binh Chanh District,Ho Chi Minh,Vn-65,VN,16AGD99,01-Nov-24,DNEI,316-2951806-4,101,1,,Yes,No,2860,"FISH, N.E.C.",2024-11-01,45,1,SPS,VETDRUGRES-2860,SPS,Vietnam,2024-2026
3009231538,Kronox Lab Sciences Private Ltd.,284 AT Dabhasa TAL Padra,,Vadodara,Gujarat,IN,55RP99,05-Apr-24,DNEI,336-2399049-2,391,1,,No,No,3845,"PHARMACEUTIC NECESSITIES, N.E.C.",2024-04-05,46,1,SPS,DRG REF EI-3845,SPS,India,2024-2026
3005248947,Shree Bhagwati Flour & Foods PVT. LTD,430 Sarkhej Bavla Highway,,Changodar,Gujarat,IN,07BGT99,06-Nov-25,DWCI,235-2351783-9,10002,32,,Yes,No,9,"FRIED SNACK FOODS, N.E.C.",2025-11-06,47,1,SPS,SALMONELLA-9,SPS,India,2024-2026
3009231538,Kronox Lab Sciences Private Ltd.,284 AT Dabhasa TAL Padra,,Vadodara,Gujarat,IN,55RP99,05-Apr-24,DNEI,336-2399049-2,401,1,,No,No,3845,"PHARMACEUTIC NECESSITIES, N.E.C.",2024-04-05,48,1,SPS,DRG REF EI-3845,SPS,India,2024-2026
3016604046,STERIMED SURGICALS (INDIA) PVT,Unit No 501 Ring Rd Mal,,New Delhi,,IN,73LNZ,22-Mar-24,DSEI,799-0320564-0,11,26,,No,No,"118, 3280","CHANGER, TUBE, ENDOTRACHEAL",2024-03-22,49,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2024-2026
3011188882,K.N.C. AGRO LIMITED,Vill - Uttar Sitala Pur P.O. Pichaboni,"P.S. Ramnagar, Dist",Purba Medinipur,West Bengal,IN,16XGD21,02-Jan-24,DWCI,417-0381840-5,11,1,,Yes,No,249,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2024-01-02,50,1,SPS,FILTHY-249,SPS,India,2024-2026
3011400522,Star Rice Land Pvt. Ltd,V.P.O Akbarpur Barota,,Sonepat,Haryana,IN,02DGT07,11-Jun-25,DNEI,442-4445291-6,12,1,,Yes,No,241,"RICE, BASMATI, PROCESSED (PACKAGED)",2025-06-11,51,1,SPS,PESTICIDE-241,SPS,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07BGT99,20-Nov-24,DWCI,EJ2-0169441-4,21,3,,Yes,No,"308, 3821","FRIED SNACK FOODS, N.E.C.",2024-11-20,52,2,SPS,"MFR INJ-3821, MFR INSAN-308",SPS,India,2024-2026
3013383181,GLAXOSMITHKLINE PHARMA LIMITED,A - 10 M I D C Ambad Road,,Nashik,Maharashtra,IN,64LCB08,03-Dec-25,DSEI,799-0023761-4,110003,1,,No,No,75,BETAMETHASONE VALERATE (GLUCOCORTICOID),2025-12-03,53,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3016604046,STERIMED SURGICALS (INDIA) PVT,Unit No 501 Ring Rd Mal,,New Delhi,,IN,80GCX,22-Mar-24,DSEI,799-0320564-0,11,4,,No,No,"118, 3280","APPARATUS, SUCTION, OPERATING-ROOM, WALL VACUUM POWERED",2024-03-22,54,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2024-2026
3016604046,STERIMED SURGICALS (INDIA) PVT,Unit No 501 Ring Rd Mal,,New Delhi,,IN,73LNZ,22-Mar-24,DSEI,799-0320564-0,11,55,,No,No,"118, 3280","CHANGER, TUBE, ENDOTRACHEAL",2024-03-22,55,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2024-2026
3016604046,STERIMED SURGICALS (INDIA) PVT,Unit No 501 Ring Rd Mal,,New Delhi,,IN,80QGI,22-Mar-24,DSEI,799-0320564-0,21,2,,No,No,"118, 3280",AIR-HANDLING APPARATUS ACCESSORY,2024-03-22,56,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2024-2026
3017627546,BHRIGU FOODS LLP,508 510 & 514 Survey No 507,,Bharuch Sub-District,Gujarat,IN,23BGT07,16-Feb-24,DWCI,KM6-1608579-1,11,1,,Yes,No,9,"PEANUT, SHELLED",2024-02-16,57,1,SPS,SALMONELLA-9,SPS,India,2024-2026
3002108159,Aayu Impex,Pavapuri Apts,1 Shop No,Mumbai,Maharashtra,IN,21TGT14,12-Jan-24,DNEI,KM6-3610007-5,151,1,,No,Yes,249,"TAMARIND, DRIED OR PASTE",2024-01-12,58,1,SPS,FILTHY-249,SPS,India,2024-2026
3009846601,HALDIRAM SNACKS PVT. LTD.,A-11 Sector 68,,Noida,Uttar Pradesh,IN,23BGT07,23-Feb-24,DNEI,KM6-3618089-5,41,2,,No,No,"9, 308, 3821","PEANUT, SHELLED",2024-02-23,59,3,SPS,"MFR INJ-3821, MFR INSAN-308, SALMONELLA-9",SPS,India,2024-2026
3014025946,Wellous Pharma Pvt. Ltd.,"7/62-B, Villianur Road",,Perambai Village,,IN,60SBK99,10-May-24,DNEI,KM6-3620740-9,211,1,,No,No,75,"ANTACID, N.E.C.",2024-05-10,60,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3007993199,PATANJALI AYURVED LIMITED,Unit III Patanjali Food & Herbal Park,"Village Mustafabad, Laksar Road",Haridwar,Uttarakhand,IN,53JY01,28-Sep-24,DNEI,KM6-3626824-5,161,1,,No,No,"75, 471, 475, 3200, 3881",BATH SOAPS AND DETERGENTS (NOT ANTIPERSPIRANT) (PERSONAL CLEANLINESS),2024-09-28,61,5,"Other/Unmatched, TBT","COSM MISB2-3200, COSMETFPLA-3881, COSMETLBLG-475, CSTIC LBLG-471, UNAPPROVED-75",TBT,India,2024-2026
3015387250,Gopal Snacks Limited,"Plot No. 2322,2323,2324,Gidc Lodhika, Vill:Metoda","Tal:Lodhika, Dist:Rajkot",Rajkot,Gujarat,IN,07BGT06,26-Sep-24,DNEI,KM6-3630918-9,121,2,,No,No,3886,"POTATO CHIPS,FRIED",2024-09-26,62,1,Other/Unmatched,FSVP VIO-3886,Other/Unmatched,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07YGT99,14-Jan-25,DWCI,KM6-3634079-6,11,5,,No,No,"308, 3821","SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2025-01-14,63,2,SPS,"MFR INJ-3821, MFR INSAN-308",SPS,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07YGT99,25-Nov-24,DNEI,KM6-3635298-1,11,3,,No,No,"308, 3821","SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2024-11-25,64,2,SPS,"MFR INJ-3821, MFR INSAN-308",SPS,India,2024-2026
3027453718,NESTLE INDIA LIMITED,Sanand Ii Plot No Sm - 38,"Gidc Industrial Estate; Siyawada Chokadi, Near Gidc Office",Bakrana,Gujarat,IN,04CGT99,20-Dec-24,DNEI,KM6-3635758-4,81,1,,No,No,"218, 321","NOODLES AND NOODLE PRODUCTS, N.E.C.",2024-12-20,65,2,TBT,"LACKS N/C-321, LIST INGRE-218",TBT,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07QGT99,06-Dec-24,DNBI,KM6-3636301-2,41,2,,No,No,3821,"VEGETABLE SNACKS (OTHER THAN PULSES), N.E.C., BAKED",2024-12-06,66,1,SPS,MFR INJ-3821,SPS,India,2024-2026
3031117074,GAG PHARMACEUTICALS,V.P.O. Mubarakpur Shaik,,Jalandhar City,,IN,66TDY03,14-Jun-24,DSEI,799-1534709-1,11,2,,No,No,75,FEBUXOSTAT (XANTHINE OXIDASE INHIBITOR),2024-06-14,67,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3004655396,Uttam Laboratories,817 A Sadar Bazaar,,Karnal,Haryana,IN,54KFA21,11-Sep-25,DSEI,799-1551417-0,10002,1,,No,No,75,"AMLA (HERBAL & BOTANICALS, NOT TEAS II)",2025-09-11,68,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3010679919,Corona Remedies Pvt. Ltd,Village Jatoli Oachghatdist. Solan,,Solan,Himachal Pradesh,IN,64MCB99,26-Aug-24,DSEI,799-2090257-5,11,3,,No,No,75,GONAD-STIMULATING PRINCIPLE N.E.C.,2024-08-26,69,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3007021905,Cipla Limited,Lal Bahadur Shastri Marg,,Mumbai,Maharashtra,IN,56ICY76,03-Sep-24,DSEI,799-2170975-5,11,17,,No,No,75,AZITHROMYCIN (MACAROLIDES),2024-09-03,70,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3010199505,Hamdard Laboratories (India),Sector 7,13 14 15 Plot No 12; Gurgaon,Imt Manesar,Haryana,IN,36BCT99,21-Jan-25,DNEI,KM6-3638393-7,171,1,,No,No,11,"SYRUPS AND MOLASSES, N.E.C.",2025-01-21,71,1,SPS,UNSAFE COL-11,SPS,India,2024-2026
3010868079,Stc India Pvt. Ltd.,"Reg. Office A-505, Western Edge",,Mumbai,Maharashtra,IN,28EGT99,23-Jul-25,DNEI,KM6-3648717-5,11,12,,No,No,11,"MIXED SPICE AND SEAONINGS, WITHOUT SALT, N.E.C.",2025-07-23,72,1,SPS,UNSAFE COL-11,SPS,India,2024-2026
3007013782,HARIHAR FOODS PVT LTD,519/1 PHASE IV NR RAMOL POLICE CHOWKY,GIDC-Vatva,AHMEDABAD,Gujarat,IN,21TGT14,07-Nov-25,DNEI,KM6-3663388-5,220003,1,,No,No,249,"TAMARIND, DRIED OR PASTE",2025-11-07,73,1,SPS,FILTHY-249,SPS,India,2024-2026
3015196665,BIKANERVALA FOODS PVT. LTD.,Plot No.42,"Ecotech II, Udyog Vihar",Greater Noida,Uttar Pradesh,IN,07BGT99,19-Dec-25,DNEI,KM6-3665277-8,20003,11,,No,No,"9, 251","FRIED SNACK FOODS, N.E.C.",2025-12-19,74,2,SPS,"POISONOUS-251, SALMONELLA-9",SPS,India,2024-2026
3032418019,15 CHEMICALS & PHARMACEUTICALS L,A1 Pf-13 Opp Procter &,,Gujarat,,IN,62LCA40,18-Oct-24,DSEI,799-3786219-2,51,1,,No,No,75,"METRONIDAZOLE (ANTI-PROTOZOAL, A-LEISHMANIAL, A-MALARIAL)",2024-10-18,75,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3018026147,SUN PHARMA IND LTD,Plot No 107 108 Namli B,,East Sikkim,,IN,61EDY09,08-Jan-25,DSEI,799-4828059-0,91,1,,No,No,75,MONTELUKAST SODIUM (ANTI-ASTHMATIC),2025-01-08,76,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3010165197,Cheryl Laboratories Pvt Ltd,Plot No: 328,329 330 Ttc Industrial Area,Navi Mumbai,Maharashtra,IN,62CAY41,05-Jul-24,DSEI,SCS-4428322-8,11,1,,No,No,3845,MINOXIDIL (ANTI-HYPERTENSIVE),2024-07-05,77,1,SPS,DRG REF EI-3845,SPS,India,2024-2026
