MFG_FIRM_FEI_NUM,LGL_NAME,LINE1_ADRS,LINE2_ADRS,CITY_NAME,PROVINCE_STATE,ISO_CNTRY_CODE,PRODUCT_CODE,REFUSAL_DATE,DISTRICT,ENTRY_NUM,RFRNC_DOC_ID,LINE_NUM,LINE_SFX_ID,FDA_SAMPLE_ANALYSIS,PRIVATE_LAB_ANALYSIS,REFUSAL_CHARGES,PRDCT_CODE_DESC_TEXT,REFUSAL_DATE_PARSED,refusal_row_id,mapped_charge_count,mapped_charge_categories,mapped_charge_codes,sps_tbt_category,country_name,period
3004281337,Nestle India Limited,Taluka Bicholim,,Bicholim,Goa,IN,04CGT99,03-Dec-24,DNEI,KM6-3635728-7,11,2,,No,No,"218, 238","NOODLES AND NOODLE PRODUCTS, N.E.C.",2024-12-03,2986,2,"SPS, TBT","LIST INGRE-218, UNSAFE ADD-238",SPS+TBT,India,2024-2026
3007164155,QUALITY SPICES & FOOD EXPORTS PVT.LTD.,"Plot No. M-1, Additional Ambernath M.I.D.C.",Anand Nagar,Ambernath (E),Maharashtra,IN,28BGT15,22-Aug-25,DNBI,KM6-3658022-7,30002,2,,No,No,308,"CORIANDER, GROUND, CRACKED  (SPICE)",2025-08-22,2987,1,SPS,MFR INSAN-308,SPS,India,2024-2026
3009074871,WIPRO LTD.,4 Antharasanahalli Industrial Area,,Ahobala Agrahara,Karnataka,IN,53JY01,20-Aug-24,DNEI,KM6-3627749-3,321,2,,Yes,No,474,BATH SOAPS AND DETERGENTS (NOT ANTIPERSPIRANT) (PERSONAL CLEANLINESS),2024-08-20,2988,1,TBT,COSMETLBLG-474,TBT,India,2024-2026
3009074871,WIPRO LTD.,4 Antharasanahalli Industrial Area,,Ahobala Agrahara,Karnataka,IN,53JY01,20-Aug-24,DNEI,KM6-3627749-3,331,1,,No,No,"75, 197, 3881",BATH SOAPS AND DETERGENTS (NOT ANTIPERSPIRANT) (PERSONAL CLEANLINESS),2024-08-20,2989,3,"Other/Unmatched, SPS, TBT","COSM COLOR-197, COSMETFPLA-3881, UNAPPROVED-75",SPS+TBT,India,2024-2026
3021814432,Vinayak Industries,"Block 1436/37, Near Jay Ceramic","Dabhasa, Padra",Vadodara,Gujarat,IN,53ED99,27-Nov-24,DNEI,KM6-3630593-0,31,4,,No,No,"197, 3881","OTHER HAIR PREPARATIONS, NON-COLORING), N.E.C.",2024-11-27,2990,2,"SPS, TBT","COSM COLOR-197, COSMETFPLA-3881",SPS+TBT,India,2024-2026
3015454357,K.B.PRODUCTS PVT LTD,946 Dadoba Compound,,Mumbai,Maharashtra,IN,26CHT11,17-Jan-25,DNEI,KM6-3630890-0,11,3,,No,No,238,"MUSTARD OIL, REFINED, SINGLE INGREDIENT, SEE 28O FOR MUSTARD OIL AS A FLAVORING",2025-01-17,2991,1,SPS,UNSAFE ADD-238,SPS,India,2024-2026
3004988815,Haldiram Snacks Pvt. Ltd.,B-1 Sector 63,,Noida,Uttar Pradesh,IN,07YGT99,18-Dec-24,DWCI,KM6-3631779-4,41,2,,No,No,9,"SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2024-12-18,2992,1,SPS,SALMONELLA-9,SPS,India,2024-2026
3031272709,TEJAS FOOD INDUSTRIES LLP,Tif Msme Green Industrial Park Plot No 186,Ip Dandu Malkapur (V),Choutuppal,Telangana,IN,21SGT14,24-Oct-24,DNEI,KM6-3634419-4,211,2,,No,No,249,TAMARIND (SUBTROPICAL AND TROPICAL FRUIT),2024-10-24,2993,1,SPS,FILTHY-249,SPS,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07BGT99,06-Nov-24,DNEI,KM6-3634568-8,41,1,,No,No,"9, 3821","FRIED SNACK FOODS, N.E.C.",2024-11-06,2994,2,SPS,"MFR INJ-3821, SALMONELLA-9",SPS,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07YGT99,13-Nov-24,DNEI,KM6-3636515-7,31,1,,No,No,"9, 3821","SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2024-11-13,2995,2,SPS,"MFR INJ-3821, SALMONELLA-9",SPS,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07BGT99,19-Dec-24,DNEI,KM6-3637331-8,11,6,,No,No,3821,"FRIED SNACK FOODS, N.E.C.",2024-12-19,2996,1,SPS,MFR INJ-3821,SPS,India,2024-2026
3012157475,Colgate-Palmolive Co. Mfd,158 160 Plot No 154,Kundaim Industrial Estate,Ponda,Goa,IN,63RBY04,03-Jan-25,DNEI,KM6-3637848-1,41,2,C,No,No,"118, 3280",SODIUM FLUORIDE (DENTAL CARIES PROPHYLACTIC),2025-01-03,2997,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2024-2026
3012620212,KOGTA IMPORT EXPORT PVT LTD,E-9/1 Midc Area,,Jalgaon,,IN,24AGT99,22-Apr-25,DSEI,KM6-3646597-3,31,5,,No,Yes,241,"BEANS, CORN, AND PEA, N.E.C. (VEGETABLE)",2025-04-22,2998,1,SPS,PESTICIDE-241,SPS,India,2024-2026
3020666716,TATA CONSUMER LIMITED,Lila Business Park,Cross Road Vatva,Andheri Kurla Mumbai,,IN,31KGT99,04-Aug-25,DNBI,KM6-3650016-7,12,18,,Yes,No,249,"TEA, N.E.C.",2025-08-04,2999,1,SPS,FILTHY-249,SPS,India,2024-2026
3010309050,CHHEDA SPECIALITIES FOODS PVT LTD,"Chheda Estate,Survey No.115","Village Ambhai,Taluka Wada,Dist -Thane",Thane,Maharashtra,IN,07BGT99,12-Aug-25,DNEI,KM6-3653870-4,22,11,,No,No,3886,"FRIED SNACK FOODS, N.E.C.",2025-08-12,3000,1,Other/Unmatched,FSVP VIO-3886,Other/Unmatched,India,2024-2026
3032929014,PEPSICO INDIA HOLDINGS PVT. LTD.,2 Plot No Q - 1,Area Extension,Kosi Kalan,Uttar Pradesh,IN,07BGT06,30-Sep-25,DNEI,KM6-3655493-3,100002,2,,No,No,"218, 321, 482","POTATO CHIPS,FRIED",2025-09-30,3001,3,TBT,"LACKS N/C-321, LIST INGRE-218, NUTRIT LBL-482",TBT,India,2024-2026
3014341089,HINDUSTAN UNILEVER,C-9 Midc Area,,Khamgaon,Maharashtra,IN,53JY01,05-Sep-25,DNEI,KM6-3657294-3,120002,3,,No,No,197,BATH SOAPS AND DETERGENTS (NOT ANTIPERSPIRANT) (PERSONAL CLEANLINESS),2025-09-05,3002,1,SPS,COSM COLOR-197,SPS,India,2024-2026
3027458842,PARLE BISCUITS PVT LTD,"464, Gonde Dumala, Igatpuri,Nashik",,Maharashtra,,IN,33EGT13,30-Sep-25,DNEI,KM6-3657475-8,200002,1,A,No,No,"321, 482","ROCK CANDY, HARD, WITHOUT NUTS AND FRUIT  (WITHOUT CHOCOLATE)",2025-09-30,3003,2,TBT,"LACKS N/C-321, NUTRIT LBL-482",TBT,India,2024-2026
3007164155,QUALITY SPICES & FOOD EXPORTS PVT.LTD.,"Plot No. M-1, Additional Ambernath M.I.D.C.",Anand Nagar,Ambernath (E),Maharashtra,IN,23BGT05,01-Aug-25,DWCI,KM6-3658485-6,30002,1,,No,No,"9, 3821","COCONUT, SHELLED",2025-08-01,3004,2,SPS,"MFR INJ-3821, SALMONELLA-9",SPS,India,2024-2026
1000500626,MTR Foods Private Limited,"No. 80, Bommasandra Industrial Area","Hebbagodi, Anekal Taluk",Bangalore,Karnataka,IN,21TGT14,28-Mar-24,DNBI,J89-0143489-6,11,13,,No,Yes,249,"TAMARIND, DRIED OR PASTE",2024-03-28,3005,1,SPS,FILTHY-249,SPS,India,2024-2026
3008872359,Obson International Pvt. Ltd.,"3, Decor Shastri Nagar","Off. Four Bunglows, Andheri W",Mumbai,,IN,33EGT13,24-Mar-25,DWCI,MQ9-0209146-0,51,2,,No,No,"11, 274","ROCK CANDY, HARD, WITHOUT NUTS AND FRUIT  (WITHOUT CHOCOLATE)",2025-03-24,3006,2,"SPS, TBT","COLOR LBLG-274, UNSAFE COL-11",SPS+TBT,India,2024-2026
3018179449,VAHDAM TEAS PVT LT,"C 12/3, Sector 85",National Capital Region,Noida,Uttar Pradesh,IN,54EBT94,18-Jun-25,DNEI,NMB-0000577-2,961,1,,No,No,"218, 238, 260, 3560",ASHWAGANDHA (HERBAL & BOTANICAL TEAS),2025-06-18,3007,4,"SPS, TBT","FALSE-260, LIST INGRE-218, SUPPL GMP-3560, UNSAFE ADD-238",SPS+TBT,India,2024-2026
3031367633,Harish Bakers And Confectioners Private Limited,"2 17 2 18 1 24 2 & 16 4 3 Kharsa No 15, Opp Krishna Maruti",,Gurugram,Haryana,IN,24FGI08,19-Sep-25,DNBI,RTW-0035069-3,320002,1,,Yes,No,"62, 83","PEPPER, HOT, N.E.C. (FRUIT USED AS VEGETABLE)",2025-09-19,3008,2,SPS,"NEEDS FCE-62, NO PROCESS-83",SPS,India,2024-2026
3022676552,AARUSH FOOD GRAIN PRIVATE LIMITED,"Village Pakhana, Taraori",,Karnal,Haryana,IN,02DGT07,26-Jan-24,DSEI,KM6-3614951-0,11,1,,No,No,241,"RICE, BASMATI, PROCESSED (PACKAGED)",2024-01-26,3009,1,SPS,PESTICIDE-241,SPS,India,2024-2026
3011236835,"Gia Minh Co., Ltd.","Lot B2-4, Northwest Industrial Park",Cu Chi District,Ho Chi Minh,Ho Chi Minh,VN,25PGD03,25-Apr-24,DNEI,KM6-3620566-8,21,1,,Yes,No,241,"MUSHROOM, STRAW, WHOLE (BUTTON)  (FUNGI)",2024-04-25,3010,1,SPS,PESTICIDE-241,SPS,Vietnam,2024-2026
3027343794,KASHI EXPORTS,"Dharampura, Kalakva, Buhari, Dolvan","Ramol Cross Road, Vatva",Gujarat,,IN,33EGT06,22-May-24,DSEI,KM6-3623337-1,241,5,,No,No,218,"FLAVORED CANDY, HARD (LIVE SAVERS, ETC.), WITHOUT NUTS AND FRUIT  (WITHOUT CHOCOLATE)",2024-05-22,3011,1,TBT,LIST INGRE-218,TBT,India,2024-2026
3004281337,Nestle India Limited,Taluka Bicholim,,Bicholim,Goa,IN,04CGT99,06-Dec-24,DSEI,KM6-3626077-0,11,2,,No,No,"238, 260, 321, 329, 482, 3300","NOODLES AND NOODLE PRODUCTS, N.E.C.",2024-12-06,3012,6,"SPS, TBT","ALLERGEN-3300, FALSE-260, JUICE %-329, LACKS N/C-321, NUTRIT LBL-482, UNSAFE ADD-238",SPS+TBT,India,2024-2026
3015440520,Aaswad Foods,Plot No 816/A,3 Metoda Gidc; Gate No,Lodhika,Gujarat,IN,02DGT07,06-Nov-24,DSWI,KM6-3628486-1,21,1,,No,Yes,241,"RICE, BASMATI, PROCESSED (PACKAGED)",2024-11-06,3013,1,SPS,PESTICIDE-241,SPS,India,2024-2026
3004281337,Nestle India Limited,Taluka Bicholim,,Bicholim,Goa,IN,04CGT99,22-Nov-24,DSWI,KM6-3629168-4,11,1,,No,Yes,"218, 238, 260, 320, 473, 482, 3300","NOODLES AND NOODLE PRODUCTS, N.E.C.",2024-11-22,3014,7,"SPS, TBT","ALLERGEN-3300, FALSE-260, LABELING-473, LACKS FIRM-320, LIST INGRE-218, NUTRIT LBL-482, UNSAFE ADD-238",SPS+TBT,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07YGT99,21-Nov-24,DNBI,KM6-3634586-0,11,6,,No,No,"251, 308, 3821","SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2024-11-21,3015,3,SPS,"MFR INJ-3821, MFR INSAN-308, POISONOUS-251",SPS,India,2024-2026
3017972567,Haldiram Snacks Pvt. Ltd.,"B - 2, Sector 63",,Noida,Uttar Pradesh,IN,37BEE99,13-Nov-24,DNEI,KM6-3636312-9,111,1,,No,No,3821,"MULTIPLE FOOD SPECIALITIES, SIDE DISHES AND DESSERTS, N.E.C.",2024-11-13,3016,1,SPS,MFR INJ-3821,SPS,India,2024-2026
3020145112,SINGH AGRITECH PVT LTD,"Plot No 115-A, Mahuakhera Ganj Nand Nagar, Industrial Estate",Phase Ii,Kashipur,IN-UT,IN,24FGI99,19-Mar-24,DNBI,BQK-2444953-9,21,1,,Yes,No,"62, 83","FRUITS USED AS VEGETABLES, N.E.C.",2024-03-19,3017,2,SPS,"NEEDS FCE-62, NO PROCESS-83",SPS,India,2024-2026
3013595782,TIL HEALTHCARE PVT LTD,"100, Sri City Sez",,Irugulam Post,Andhra Pradesh,IN,54AGL99,28-May-24,DNEI,BNI-0125245-9,61,1,A,No,No,75,"VITAMIN, N.E.C.",2024-05-28,3018,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3009445869,Haldiram Snacks Pvt. Ltd.,"C-3, Sector- 67",,Noida,Uttar Pradesh,IN,07YGT99,23-Jan-25,DNEI,DP4-3857983-2,11,5,,No,No,3821,"SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2025-01-23,3019,1,SPS,MFR INJ-3821,SPS,India,2024-2026
3014373612,Wholesome Foods,56 Vaikunthpura,Survey No; Bareja - Kheda Highway,Nandej,Gujarat,IN,24TGD99,01-Jul-25,DNEI,DP4-3884842-7,11,5,,Yes,No,241,"LEAF & STEM VEGETABLES, N.E.C.",2025-07-01,3020,1,SPS,PESTICIDE-241,SPS,India,2024-2026
3020854796,Vangi Foods,673 Ta & Dist,Karamsad Gana Road; Survey No,Karamsad,Gujarat,IN,21RCY14,13-Dec-24,DNEI,WFN-9113630-5,291,1,,No,No,249,TAMARIND (SUBTROPICAL AND TROPICAL FRUIT PUREES),2024-12-13,3021,1,SPS,FILTHY-249,SPS,India,2024-2026
3026320360,LEAF FIBERS PRIVATE LIMITED,D 30-31 Sector A3 Tds City Toni,,Ghaziabad,Uttar Pradesh,IN,98NBA11,12-May-25,DWCI,W20-0041108-2,11,1,C,No,No,"3842, 3843",NICOTINE POUCH,2025-05-12,3022,2,"SPS, TBT","TP NO PMTA-3842, TP NO SE-3843",SPS+TBT,India,2024-2026
3013436047,An Chau Company Limited,"03, 40 Ban Co Street, Ward 03, District",,Ho Chi Minh,Vn-65,VN,16AGD99,22-Oct-25,DWCI,224-4564510-8,30002,1,,No,Yes,9,"FISH, N.E.C.",2025-10-22,3023,1,SPS,SALMONELLA-9,SPS,Vietnam,2024-2026
3030444463,HOMOEOPATHIC CLINIC,Sector 16 Airoli,,Navi Mumbai,,IN,61XCA99,08-Mar-24,DSEI,799-9828178-6,11,1,,No,No,75,ANTI-HISTAMINIC N.E.C.,2024-03-08,3024,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3031528518,NATIONAL HOMOEO STOES,Srinagar 530016,,Vizag,,IN,66VDY99,17-Oct-24,DSEI,799-3561531-1,11,1,,No,No,"75, 118","MISCELLANEOUS PATENT MEDICINES, ETC.",2024-10-17,3025,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3016626112,IMPRESSION COSMETICS,2n,,New Delhi,Delhi,IN,50NYY18,11-Dec-24,DSEI,799-4409123-1,11,1,,No,No,11,HENNA,2024-12-11,3026,1,SPS,UNSAFE COL-11,SPS,India,2024-2026
3031682520,RAJANI HEALTHCARE,"E 181, Jejuri Midc, Tal",,Maharashtra,,IN,66VCY99,16-Aug-24,DSEI,799-2583550-7,11,3,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2024-08-16,3027,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3007743667,Sun Pharma Sikkim,Plot No. 754 Setipool,,East Sikkim,,IN,62JDY09,26-Jun-25,DSEI,799-9153980-1,22,1,,No,No,75,LEVODOPA (ANTI-PARKINSONIAN),2025-06-26,3028,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3030477128,SIGNATURE PHYTOCHEMICALS,"122 Mi, Next To Doon Bu",,Selaqui Industrial Ar,,IN,61TDE31,27-Feb-24,DSEI,799-9959397-3,41,1,,No,No,75,DOMPERIDONE,2024-02-27,3029,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3034954622,APPULSE FORMULATIONS PVT.LYD,"C-596,Basement , Dsiidc",,Narela Delhi-110040,,IN,65RDA99,14-Feb-25,DSEI,799-5887800-2,41,1,,No,No,75,REPLENISHER N.E.C.,2025-02-14,3030,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3035192436,AVIUS PHARMACEUTICALS PVT,"New Bhagwan Nagar, New",,Punjab,,IN,66VCB99,24-Mar-25,DSEI,799-6003151-7,11,3,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2025-03-24,3031,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3017575939,WINGS BIOTECH LTD,D - 6 Near Peera Garhi,,New Delhi,Delhi,IN,60LDY01,08-Jan-25,DSEI,799-4828059-0,21,2,,No,No,75,ACETAMINOPHEN (ANALGESIC),2025-01-08,3032,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3004281337,Nestle India Limited,Taluka Bicholim,,Bicholim,Goa,IN,04CYT07,13-Dec-24,DNEI,9AJ-0840533-2,11,1,,No,No,"328, 3300","NOODLES, INSTANT",2024-12-13,3033,2,TBT,"ALLERGEN-3300, USUAL NAME-328",TBT,India,2024-2026
3040997473,LEROY NUTRASCIENCE,Naroda,,Ahmedabad,,IN,66VDB99,01-Dec-25,DSEI,799-9094971-3,90003,1,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2025-12-01,3034,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3009437956,"Nestle India, Pantnagar","Plot No 1,Sector No1A Integrated","Industry Estate,SIDCUL",Pantnagar,Uttaranchal,IN,04CGT07,29-Jul-25,DNEI,U47-2503362-3,132,1,,No,No,"218, 321, 482","NOODLES, INSTANT",2025-07-29,3035,3,TBT,"LACKS N/C-321, LIST INGRE-218, NUTRIT LBL-482",TBT,India,2024-2026
3012291348,Marudhar Impex,B/36 Sumel Business Park 5,,Ahmedabad,Gujarat,IN,41YYY99,25-Apr-25,DSEI,SCS-9332809-8,11,1,,No,No,482,"DIETARY CONVENTIONAL FOODS, N.E.C.",2025-04-25,3036,1,TBT,NUTRIT LBL-482,TBT,India,2024-2026
3036797863,DILEEP SELVARAJ,"Gokulam Nivas, Cheppilamuri",Akathethara Po,Palghat,,IN,66VDB99,21-Apr-25,DSEI,SCS-9775536-1,91,1,,No,No,"75, 118","MISCELLANEOUS PATENT MEDICINES, ETC.",2025-04-21,3037,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3004272360,Unique Fragrances,395 Food Park,Rai Industrial Estate,Sonepat,Haryana,IN,21TGT05,21-Feb-25,DWCI,316-2071855-6,121,1,,No,No,"11, 3865","MANGO, DRIED OR PASTE",2025-02-21,3038,2,"SPS, TBT","COLORLABEL-3865, UNSAFE COL-11",SPS+TBT,India,2024-2026
3000245848,M/S Jagsonpal  Exports India Pvt. Ltd.,T - 210 J Shahpur Jat,Aurobindo Marg,Delhi,Delhi,IN,64LDO67,06-Oct-25,DSEI,799-0614586-9,70002,1,,No,No,75,CLOBETASOL PROPIONATE (GLUCOCORTICOID),2025-10-06,3039,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3039669359,M/S NAGGI ELECTROHOME OPATHIC CE,Near Bus Stand,,Jalanhar City,,IN,62GDY99,09-Oct-25,DSEI,799-2339336-9,80003,1,,No,No,"75, 118",ANTI-INFLAMMATORY N.E.C.,2025-10-09,3040,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3030514213,HEALNCURE PRODUCTS PVT LTD,A - 10/15,,Delhi,Delhi,IN,56GAY99,13-May-24,DSEI,799-0071375-2,11,1,,No,No,75,ANTIFUNGAL N.E.C.,2024-05-13,3041,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3041150809,SAEVEKA PHARMA,Andheri,,Mumbai,,IN,66XDA07,08-Dec-25,DSEI,799-0346306-8,60003,1,,No,No,"75, 75",HOMEOPATHIC MULTIPLE INDICATIONS,2025-12-08,3042,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3012215569,Cipla Pvt Ltd,Malpur,,Solan,,IN,66VDF99,01-Dec-25,DSEI,799-9094971-3,120003,1,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2025-12-01,3043,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3014232970,CENTUAR PHARMACEUTICALS PVT LTD,Plant I Plot No 3 5b 2c,,Goa,,IN,56KDJ10,18-Oct-24,DSEI,799-3786219-2,41,3,,No,No,75,CHLORAMPHENICOL,2024-10-18,3044,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3004988815,Haldiram Snacks Pvt. Ltd.,B-1 Sector 63,,Noida,Uttar Pradesh,IN,07YGT99,28-May-25,DNEI,DP4-3894846-6,11,11,,No,No,"308, 3821","SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2025-05-28,3045,2,SPS,"MFR INJ-3821, MFR INSAN-308",SPS,India,2024-2026
3019771982,HALDIRAM SNACKS PVT LTD,A - 12a,,Noida,Uttar Pradesh,IN,07YGT99,15-Jul-25,DNEI,DP4-3916778-5,72,1,,No,No,"308, 3821","SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C.",2025-07-15,3046,2,SPS,"MFR INJ-3821, MFR INSAN-308",SPS,India,2024-2026
3009907990,Dabur India,"Honey Unit, Tehsil Baddi",Manakpur,Solan,Himachal Pradesh,IN,54FCY99,20-Dec-24,DWCI,EJ4-0052295-2,341,2,,No,No,75,"HERBALS & BOTANICALS (NOT TEAS), N.E.C.",2024-12-20,3047,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3014203060,Caplin Point Laboratories Limited,Unk,,Unk,UNK,IN,64LDK20,12-Jun-25,DSEI,XXX-0683655-8,1,17,,No,No,"75, 118, 472",DEXAMETHASONE SODIUM PHOSPHATE (GLUCOCORTICOID),2025-06-12,3048,3,"Other/Unmatched, TBT","NO ENGLISH-472, NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3004633884,Pfizer Ltd.,Pfizer Ctr Patel Estate,,Mumbai,,IN,62GBY48,10-Nov-25,DSEI,799-6677225-5,30003,1,,No,No,75,MEFENAMIC ACID (ANTI-INFLAMMATORY),2025-11-10,3049,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3013286377,KITCHEN XPRESS OVERSEAS LTD,"29-P, Santej Vadsar Road","Lol,Dist.Gandhinagar",Gujarat,,IN,05AGT03,17-Jun-25,DNEI,KM6-3653953-8,12,1,,No,No,3886,"RICE FLAKES,PUFFS,KRISPIES,LOOPS READY TO EAT",2025-06-17,3050,1,Other/Unmatched,FSVP VIO-3886,Other/Unmatched,India,2024-2026
3040878385,baidyapath Ayurved LLP,Baidyanath Campus,Gwalior Road,Naya,Gaon ,IN,66YDY99,31-Oct-25,DNEI,KM6-3658798-2,120003,1,T,No,No,75,EXHIBITS - OTHER DRUG RELATED ITEMS N.E.C.,2025-10-31,3051,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3016475679,USV PVT LTD,324 Sompura Ind Area 1,,Bangalore,,IN,60LCA05,09-Oct-25,DSEI,AEK-7697916-8,60003,1,,No,No,"75, 118",ASPIRIN (ANALGESIC),2025-10-09,3052,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3018655058,SUN PHARMA LABORATORIES LTD,Mizra Palashbari,,Kokrajhar,,IN,62JDY12,09-Oct-25,DSEI,AEK-7710155-6,10003,1,,No,No,"75, 118",CABERGOLINE (ANTI-PARKINSONIAN),2025-10-09,3053,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3031074528,UNISON PHARMACEUTICALS PVT LTD,10 11 12 Shyam 2 Indust,,Ahmedabad,,IN,61PDA70,25-Nov-25,DSEI,AEK-7904076-0,20003,1,,No,No,"75, 118",DAPAGLIFLOZIN (ANTI-DIABETIC),2025-11-25,3054,2,"Other/Unmatched, TBT","NOT LISTED-118, UNAPPROVED-75",TBT,India,2024-2026
3010782376,Flourish Pharma,24e Goa Idc Daman Ind Estate,,Daman,,IN,56JDY20,04-Mar-25,DSEI,AEK-8236190-6,11,1,,No,No,75,CLINDAMYCIN HYDROCHLORIDE HYDRATE (LINCOMYCINS),2025-03-04,3055,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3017925831,UNITED BIOCEUTICALS PRIVATE LIMI,Plot No 33 C Industrial,,Haridwar,,IN,66VDY99,28-May-25,DSEI,799-7783845-8,12,1,,No,No,75,"MISCELLANEOUS PATENT MEDICINES, ETC.",2025-05-28,3056,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3038127930,AGRAWAL CLOSURES,H1-6b South East Extens,,Rajasthan,,IN,80FMH,08-May-25,DSEI,799-7873087-8,22,1,,No,No,"118, 3280","CONTAINER, SPECIMEN",2025-05-08,3057,2,TBT,"FRNMFGREG-3280, NOT LISTED-118",TBT,India,2024-2026
3032339559,Cancio Canga Jimena Alexandra,Ciudadela Covien Calle C47a Solar 7 Manzana 20,,Guayaquil,Guayas,EC,16AEE45,10-Jun-25,DWCI,9JW-0415537-3,342,1,,No,No,"62, 83","TUNA (ALBACORE, YELLOWFIN, BLUEFIN, SKIPJACK, ETC.)",2025-06-10,3058,2,SPS,"NEEDS FCE-62, NO PROCESS-83",SPS,Ecuador,2024-2026
3008348941,Innovative Cuisine Pvt Ltd,"BLOCK NO. 512, KARJAN VEMARDI ROAD","OPP. COSMOFILMS, VILLAGE-KANDARI",VADODARA,Gujarat,IN,24EDT99,07-Nov-25,DSWI,8KP-0066066-3,80002,1,,No,No,"251, 308, 3821","BEAN AND PEA SPROUTS, N.E.C. (VEGETABLE)",2025-11-07,3059,3,SPS,"MFR INJ-3821, MFR INSAN-308, POISONOUS-251",SPS,India,2024-2026
3013137538,CIPLA LIMITED,Cipla House,Peninsula B,Mumbai,Maharashtra,IN,61FDA54,29-Mar-24,DSEI,799-9941439-4,11,2,,No,No,75,CIPROFLOXACIN (ANTI-BACTERIAL PART I) (NOT ANTIBIOTIC),2024-03-29,3060,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
3004660988,DHARA FOODS PVT .LTD,Opp. National Research Center,Boriavi,Anand,Gujarat,IN,28AGH18,08-Nov-24,DWCI,82S-0004394-9,521,1,,No,No,"197, 3881","FENNEL, WHOLE (SPICE)",2024-11-08,3061,2,"SPS, TBT","COSM COLOR-197, COSMETFPLA-3881",SPS+TBT,India,2024-2026
3004660988,DHARA FOODS PVT .LTD,Opp. National Research Center,Boriavi,Anand,Gujarat,IN,02CGH01,21-Jan-25,DSWI,82S-0004497-0,211,1,,No,No,241,RICE FLOUR,2025-01-21,3062,1,SPS,PESTICIDE-241,SPS,India,2024-2026
3012224722,southern drugs pharmaceuticals,"door no 19-584,NH-5",dowlaishwaram,andhra pradesh,Andhra Pradesh,IN,60SBY99,20-Sep-24,DNEI,9AJ-0861765-4,241,1,S,No,No,75,"ANTACID, N.E.C.",2024-09-20,3063,1,Other/Unmatched,UNAPPROVED-75,Other/Unmatched,India,2024-2026
